Date,Value
2007-08-28,667.78
2007-08-27,669.28
2007-08-24,662.62
2007-08-23,662.52
2007-08-22,661.27
2007-08-21,659.27
2007-08-20,661.25
2007-08-17,659.26
2007-08-16,664.02
2007-08-15,669.03
2007-08-14,670.13
2007-08-13,673.53
2007-08-10,670.28
2007-08-09,664.37
2007-08-08,677.29
2007-08-07,669.78
2007-08-06,673.29
2007-08-03,672.28
2007-08-02,668.03
2007-08-01,667.53
2007-07-31,667.48
2007-07-30,663.27
2007-07-27,661.62
2007-07-26,671.78
2007-07-25,676.54
2007-07-24,686.11
2007-07-23,683.8
2007-07-20,683.4
2007-07-19,676.29
2007-07-18,668.53
2007-07-17,668.28
2007-07-16,667.78
2007-07-13,668.28
2007-07-12,669.03
2007-07-11,664.77
2007-07-10,663.47
2007-07-09,663.02
2007-07-06,650.51
2007-07-05,652.76
2007-07-03,656.0
2007-07-02,656.51
2007-06-29,652.25
2007-06-28,649.0
2007-06-27,643.84
2007-06-26,648.74
2007-06-25,652.5
2007-06-22,654.6
2007-06-21,652.26
2007-06-20,659.47
2007-06-19,658.06
2007-06-18,657.77
2007-06-15,654.86
2007-06-14,655.01
2007-06-13,649.4
2007-06-12,649.0
2007-06-11,652.05
2007-06-08,657.01
2007-06-07,670.54
2007-06-06,671.49
2007-06-05,673.29
2007-06-04,672.89
2007-06-01,668.29
2007-05-31,660.87
2007-05-30,654.41
2007-05-29,661.93
2007-05-25,657.07
2007-05-24,660.77
2007-05-23,663.83
2007-05-22,663.78
2007-05-21,659.77
2007-05-18,658.77
2007-05-17,658.52
2007-05-16,669.64
2007-05-15,670.04
2007-05-14,671.99
2007-05-11,670.79
2007-05-10,675.3
2007-05-09,684.82
2007-05-08,686.07
2007-05-07,691.02
2007-05-04,690.62
2007-05-03,676.0
2007-05-02,671.29
2007-05-01,675.4
